Lyrics,Song,Artist
"

Who's in the bunker, who's in the bunker?
Women and children first
And the children first
And the children

I'll laugh until my head comes off
I swallow 'til I burst
Until I burst
Until I

Who's in the bunker, who's in the bunker
I've seen too much
I haven't seen enough
You haven't seen enough

I'll laugh until my head comes off
Women and children first
And children first
And children

Here I'm allowed, everything all of the time
Here I'm allowed, everything all of the time

Ice age coming, ice age coming
Let me hear both sides
Let me hear both sides
Let me hear both

Ice age coming, ice age coming
Throw it on the fire
Throw it on the fire
Throw it on the

We're not scaremongering
This is really happening, happening
We're not scaremongering
This is really happening, happening

Mobiles skwerking
Mobiles chirping
Take the money and run
Take the money and run
Take the money

Here I'm allowed, everything all of the time
The first of the children
Here I'm allowed, everything all of the time
The first of the children

Here I'm allowed, everything all of the time
The first of the children
Here I'm allowed, everything all of the time
The first of the children

[Repeat until the end:]
The first of the children
",Idioteque,radiohead
"

Morning bell
Morning bell
Light another candle
Release me
Release me

You can keep the furniture
A bump on the head
Coming down the chimney
Release me
Release me
Please........
Release me
Release me

Where'd you park the car?
Where'd you park the car?
Clothes are all over the furniture
Now I might as well
I might as well
Sleepy jack the fire drill
Run around around around around around....

Cut the kids in half [x3]

The lights are on but nobody's home
Everybody wants to be a
The lights are on but nobody's home
Nobody wants to be a slave
Walking walking walking walking...

The lights are on but nobody's home
Everybody wants to be a
Everyone wants to be a friend
Nobody wants to be a slave
Walking walking walking walking...
",Morning Bell,radiohead
"

Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong

I think you're crazy, maybe
I think you're crazy, maybe

Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies

I think you're crazy, maybe
I think you're crazy, maybe

I will see you in the next life

[Early version has a second verse:]

Beautiful angel
Pulled apart at birth
Limbless and helpless
I can't even recognize you

I think you're crazy, maybe [x6]

I will see you in the next life
",Motion Picture Soundtrack,radiohead
"

After years of waiting nothing came
As your life flashed before your eyes
You realize

I'm a reasonable man
Get off, get off, get off my case [x2]
I'm a reasonable man
Get off my case
Get off my case

After years of waiting
After years of waiting nothing came
And you realize you're looking,
Looking in the wrong place

I'm a reasonable man
Get off my case [x2]
I'm a reasonable man
Get off my case [x2]
I'm a reasonable man
Get off my case [x3]

After years of waiting
You're a reasonable man
Get off our case [x3]
I'm a reasonable man,
Get off my case [x3]

I'm a reasonable man,
Get off my case [x3]
I'm a reasonable man,
Get off my case [x3]
",Packt Like Sardines In A Crushed Tin Box,radiohead
"

I jumped in the river and what did I see?
Black-eyed angels swam with me
A moon full of stars and astral cars
All the things I used to see
All my lovers were there with me
All my past and futures
And we all went to heaven in a little row boat
There was nothing to fear and nothing to doubt

I jumped into the river
Black-eyed angels swam with me
A moon full of stars and astral cars
And all the things I used to see
All my lovers were there with me
All my past and futures
And we all went to heaven in a little row boat
There was nothing to fear and nothing to doubt

There was nothing to fear and nothing to doubt 
There was nothing to fear and nothing to doubt
",Pyramid Song,radiohead
"

There are barn doors
And there are revolving doors

Doors on the rudders of big ships
We are revolving doors

There are doors that open by themselves
There are sliding doors
And there are secret doors

There are doors that lock
And doors that don't

There are doors that let you in
And out
But never open
But they are trapdoors
That you can't come back from
",Pull / Pulk Revolving Doors,radiohead
"

Come on, come on
You think you drive me crazy
Come on, come on
You and whose army?
You and your cronies
Come on, come on
Holy roman empire
Come on if you think
Come on if you think
You can take us all on
You can take us all on

You and whose army?
You and your cronies

You forget so easily
We ride tonight
We ride tonight
Ghost horses
Ghost horses
Ghost horses
We ride tonight
We ride tonight
Ghost horses
Ghost horses
Ghost horses..
",You And Whose Army?,radiohead
"

I might be wrong
I might be wrong
I could have sworn
I saw a light coming on

I used to think
I used to think
There is no future left at all
I used to think

Open up, begin again
Let's go down the waterfall
Think about the good times
And never look back
Never look back

What would I do?
What would I do?
If I did not have you?

Open up, let me in
Let's go down the waterfall
Have ourselves a good time
It's nothing at all
Nothing at all
Nothing at all
",I Might Be Wrong,radiohead
"

I want you to know
He's not coming back
Look into my eyes
I'm not coming back

So knives out
Catch the mouse
Don't look down
Shove it in your mouth

If you'd been a dog
They would've drowned you at birth

Look into my eyes
It's the only way you'll know I'm telling the truth

So knives out
Cook him up
Squash his head
Put him in the pot

I want you to know
He's not coming back
He's bloated and frozen
Still there's no point in letting it go to waste

So knives out
Catch the mouse
Squash his head
Put him in the pot
",Knives Out,radiohead
"

Morning bell
Morning bell
Light another candle
Release me
Release me

You can keep the furniture
A bump on the head
Coming down the chimney
Release me
Release me
Yeah..
Release me
Release me

Where'd you park the car?
Where'd you park the car?
Clothes are all over the furniture
And I might as well
I might as well
Sleepy jack the fire drill
Run around around around around around..

Cut the kids in half
Cut the kids in half
Cut the kids in half
",Amnesiac / Morning Bell,radiohead
"

There are better things to talk about,
Be constructive.
Bear witness we can use,
Be constructive with your blues.
Even when it's only warnings.
Even when you turn the water green.

Why won't you quiet down? 
Maybe I want peace and honesty
Why won't you quiet down?
Maybe I want to live in the children's land
And you know maybe, maybe I
Why won't you quiet down? 
Maybe I'll wander the promised land
I want peace and honesty
Why won't you quiet down?
I want to live in the promised land
And maybe wander the children's land
Quiet down! Yeah, and there, there we can free

You don't live in a business world
And you never go out and you never stay.
We all have goals in a liberal world,
Living in times when I could stand it, babe.
All over, baby's crying
It'll all be, baby, I can see out of here,
All over the planet's dead,
All over the planet, so let me out of here.
All over the, all over the, all over the, all over the...

Quiet down
We are the dollars and cents and the pounds and pence
And the mark and the yen, and yeah
Why won't you quiet down?
We're gonna crack your little souls
We're gonna crack your little souls
Why won't you quiet down?
We are the dollars and cents and the pounds and pence
And the pounds and pence, and yeah
Why won't you quiet down?
We're gonna crack your little souls
Crack your little souls
We are the dollars and cents.
",Dollars And Cents,radiohead
